step,loss
288,32.853184
289,32.739712
290,25.251698
291,44.095745
292,34.451691
293,21.365181
294,33.616993
295,30.494257
296,28.363640
297,35.461506
298,25.843851
299,26.454336
300,32.796612
301,21.098812
302,24.280397
303,34.724792
304,34.724491
305,34.088909
306,39.847504
307,39.411976
308,39.165634
309,31.271767
310,28.091196
311,39.816494
312,41.949741
313,34.955727
314,20.365120
315,19.704351
316,25.713020
317,25.270378
318,29.142262
319,34.153004
320,31.138905
321,27.736244
322,31.767632
323,35.154903
324,25.237644
325,31.334631
326,32.638161
327,34.320656
328,32.574848
329,26.111025
330,25.818264
331,34.437977
332,30.091549
333,29.543686
334,25.753143
335,27.414009
336,20.535076
337,40.328110
338,37.787491
339,40.882557
340,23.336859
341,35.554764
342,33.688774
343,28.613750
344,33.489147
345,21.834129
346,30.691242
347,39.133892
348,31.754797
349,23.800938
350,25.078953
351,30.452354
352,28.456839
353,29.666695
354,29.875998
355,32.105579
356,22.576895
357,34.424885
358,23.447504
359,23.229469
360,36.324890
361,29.136738
362,38.682983
363,30.827202
364,23.943077
365,30.582148
366,38.029335
367,22.995455
368,35.704632
369,35.987770
370,34.044716
371,24.895920
372,26.830524
373,18.937241
374,37.607990
375,36.012825
376,31.088146
377,18.320503
378,19.255022
379,30.398111
380,17.989372
381,23.509918
382,27.044647
383,29.257925
384,23.936062
385,28.893068
386,26.208296
387,22.636379
388,27.621357
389,26.337444
390,20.239605
391,38.762222
392,31.988352
393,21.104893
394,21.557266
395,33.401047
396,31.418432
397,23.251717
398,23.198206
399,23.760689
400,32.423828
401,28.763226
402,30.414883
403,40.264809
404,30.110762
405,23.365564
406,25.051863
407,34.300114
408,20.961651
409,28.000881
410,38.044518
411,18.237457
412,32.724342
413,34.594158
414,32.307487
415,19.896534
416,29.299273
417,30.797655
418,34.882050
419,20.060030
420,32.487774
421,28.428249
422,35.282490
423,31.531948
424,29.074247
425,26.074640
426,27.162849
427,27.142984
428,19.983414
429,35.118793
430,25.936092
431,32.227562
432,33.774609
433,28.272604
434,35.748169
435,29.667681
436,28.177971
437,22.550760
438,40.514828
439,46.761528
440,28.188808
441,23.319836
442,32.496933
443,26.476788
444,34.140415
445,25.812916
446,23.490370
447,20.926170
448,20.393188
449,20.630741
450,37.124435
451,30.334200
452,25.819763
453,27.923391
454,35.650314
455,21.187963
456,24.485506
457,38.119190
458,33.397522
459,24.221405
460,26.918961
461,16.091133
462,28.413631
463,24.811031
464,27.981682
465,30.587496
466,28.580751
467,27.158607
468,40.265572
469,26.712488
470,21.126530
471,22.710760
472,23.669361
473,22.550564
474,25.845100
475,26.427881
476,24.019461
477,23.073090
478,24.443634
479,29.796671
480,25.371775
481,22.210701
482,31.777525
483,31.363516
484,22.431173
485,31.930189
486,25.518040
487,22.339844
488,22.434694
489,28.187166
490,23.902430
491,31.385092
492,27.268810
493,16.709213
494,22.640446
495,20.305805
496,21.268831
497,25.365454
498,18.357990
499,19.831949
500,23.933727
501,18.306458
502,31.334810
503,23.544214
504,31.826752
505,24.482136
506,24.950842
507,17.929989
508,43.796528
509,15.130832
510,24.010941
511,24.293732
512,18.694939
513,36.386784
514,19.274494
515,38.493401
516,23.048054
517,17.206936
518,26.368866
519,28.612841
520,34.404190
521,21.735161
522,33.136078
523,30.047634
524,14.280785
525,20.569681
526,18.601007
527,29.083717
528,23.365009
529,28.116528
530,30.476944
531,25.660858
532,22.469749
533,25.522575
534,18.945370
535,26.031063
536,23.048525
537,27.994001
538,21.323076
539,15.640431
540,26.915607
541,17.624512
542,18.950695
543,25.362516
544,27.832539
545,27.794361
546,29.976320
547,26.248657
548,17.090662
549,29.388020
550,31.748621
551,22.803251
552,36.523037
553,22.316467
554,36.217052
555,20.112528
556,35.356441
557,20.544170
558,26.999672
559,15.777159
560,28.969286
561,22.363947
562,20.241425
563,19.017216
564,23.388353
565,13.647544
566,24.377579
567,14.115537
568,24.039167
569,31.621872
570,24.635582
571,16.510395
572,16.515488
573,24.013016
574,24.641672
575,18.633894
576,19.037203
577,31.084581
578,29.380711
579,27.202858
580,20.555738
581,30.482876
582,16.849300
583,32.777988
584,32.070404
585,24.141144
586,24.645876
587,19.369434
588,21.735516
589,23.463268
590,29.461470
591,35.809265
592,18.491831
593,19.912090
594,27.850634
595,16.406044
596,23.145504
597,16.843029
598,33.394844
599,20.841627
600,20.188705
601,18.742855
602,18.698586
603,32.375935
604,23.870014
605,23.338953
606,27.022772
607,24.180246
608,28.229137
609,24.037384
610,25.716835
611,35.791756
612,25.932226
613,14.553065
614,21.434544
615,18.261814
616,16.902643
617,24.575111
618,20.607010
619,26.171253
620,23.375959
621,17.863503
622,17.880861
623,18.237709
624,24.807808
625,22.853064
626,21.895758
627,22.370598
628,32.917217
629,25.711094
630,36.422485
631,22.550167
632,23.296268
633,23.068247
634,31.069149
635,27.694576
636,21.358639
637,20.668257
638,13.430935
639,41.587292
640,30.015368
641,19.448675
642,23.487495
643,30.195690
644,34.088207
645,14.180040
646,20.504101
647,35.926376
648,20.253666
649,17.278854
650,23.459150
651,28.161942
652,22.612247
653,28.366489
654,17.862255
655,30.182226
656,37.939339
657,20.656595
658,23.632935
659,22.525362
660,27.225948
661,29.082327
662,22.256693
663,12.758596
664,18.984089
665,19.517109
666,21.988291
667,21.220877
668,28.127037
669,23.982426
670,36.347382
671,16.778120
672,28.477095
673,27.746767
674,23.944519
675,17.264378
676,29.634996
677,28.492306
678,22.402901
679,22.764862
680,14.741974
681,30.413177
682,27.354248
683,21.495518
684,28.278263
685,22.003717
686,16.885788
687,23.706110
688,23.879145
689,18.425219
690,22.004654
691,17.949335
692,22.874235
693,27.993191
694,27.507662
695,14.333567
696,19.778894
697,15.312637
698,21.079201
699,23.248404
700,21.100847
701,21.999645
702,25.030884
703,11.216513
704,10.568958
705,26.203398
706,19.430498
707,18.137110
708,11.780463
709,28.611723
710,16.304134
711,16.274363
712,27.331327
713,17.524719
714,29.985058
715,17.579765
716,13.727576
717,38.283829
718,19.103477
719,18.354321
720,25.388796
721,17.881628
722,13.046988
723,21.448408
724,21.132954
725,18.948008
726,15.004536
727,23.812208
728,19.740631
729,22.471960
730,23.343763
731,22.196636
732,26.743128
733,18.635542
734,16.419516
735,21.991909
736,20.638193
737,16.219831
738,35.824017
739,22.414190
740,11.376823
741,22.360106
742,20.521732
743,18.831980
744,23.802010
745,15.221902
746,15.233136
747,21.022842
748,13.950961
749,13.877040
750,25.694862
751,23.733870
752,22.763275
753,26.995857
754,27.792681
755,25.704288
756,20.847458
757,18.478333
758,25.344995
759,29.834194
760,21.754305
761,13.174771
762,11.673792
763,17.830954
764,15.563767
765,17.901321
766,23.615372
767,21.594629
768,17.023207
769,21.798939
770,23.818161
771,16.393970
772,19.438911
773,21.825167
774,24.022600
775,21.018633
776,16.419546
777,16.057667
778,25.361919
779,19.857624
780,18.884048
781,15.950942
782,15.657518
783,12.185024
784,28.075348
785,24.253567
786,28.344614
787,13.892592
788,24.395342
789,23.232958
790,18.514614
791,24.713820
792,12.507982
793,18.272980
794,27.632959
795,19.629274
796,15.227563
797,16.607931
798,20.097305
799,18.072678
800,19.743320
801,19.879601
802,21.910873
803,13.572267
804,22.487673
805,13.732040
806,14.182590
807,24.364157
808,19.851372
809,28.817858
810,19.979033
811,13.385403
812,21.017618
813,26.354015
814,12.688569
815,24.805077
816,25.604734
817,23.319756
818,16.603376
819,17.635876
820,12.162128
821,28.552938
822,25.027843
823,22.540274
824,11.688801
825,11.448919
826,20.825392
827,11.158180
828,13.956346
829,16.095942
830,18.637630
831,15.634951
832,17.826473
833,18.620308
834,13.467997
835,18.764431
836,15.218257
837,12.473152
838,26.269741
839,21.261475
840,11.111863
841,13.683804
842,25.769260
843,22.827248
844,15.149214
845,13.371037
846,14.819371
847,20.810581
848,19.393566
849,18.892668
850,28.503241
851,20.591431
852,16.628719
853,15.831316
854,23.545946
855,13.457791
856,19.801558
857,26.938408
858,11.322754
859,23.261013
860,24.861061
861,23.645880
862,12.293332
863,19.386328
864,22.758244
865,22.199205
866,12.538648
867,21.367126
868,22.116755
869,24.812891
870,21.143694
871,18.167923
872,19.891630
873,18.981628
874,21.358767
875,11.797092
876,26.152325
877,17.513472
878,22.049076
879,22.778038
880,21.297003
881,23.060234
882,21.420774
883,19.523218
884,13.273962
885,31.144321
886,35.469257
887,20.033894
888,15.130085
889,24.591038
890,18.601780
891,24.666403
892,18.643694
893,14.870291
894,13.186470
895,13.468680
896,14.257601
897,27.158672
898,20.844593
899,15.638643
900,17.617424
901,26.450529
902,14.930283
903,16.484787
904,27.740561
905,25.401533
906,15.431613
907,19.424644
908,11.577965
909,19.366737
910,16.081554
911,19.278046
912,21.621292
913,19.399260
914,19.291128
915,32.223816
916,19.217251
917,13.177008
918,15.271269
919,16.779598
920,15.115447
921,18.405502
922,16.761290
923,16.228176
924,16.026669
925,18.024620
926,20.822178
927,18.562651
928,16.556488
929,21.401701
930,23.786196
931,15.206552
932,25.188324
933,18.309254
934,16.613428
935,16.026005
936,18.329134
937,17.156887
938,22.720484
939,18.728142
940,10.078012
941,14.353951
942,14.520423
943,14.523976
944,17.859882
945,15.011236
946,13.397785
947,17.037354
948,15.343178
949,23.535437
950,15.424361
951,22.677164
952,18.242496
953,17.704271
954,13.173781
955,31.520683
956,11.446305
957,17.494026
958,16.541100
959,11.851533
960,29.030779
961,12.056321
962,31.480331
963,14.935499
964,10.951752
965,19.886780
966,20.608124
967,25.445297
968,16.218470
969,23.250095
970,21.062815
971,10.377463
972,14.055923
973,12.021579
974,22.024704
975,16.428457
976,18.280655
977,21.309275
978,18.658398
979,14.755800
980,19.062536
981,13.210117
982,18.910450
983,16.578321
984,19.450342
985,15.124815
986,10.897346
987,19.829844
988,11.747876
989,13.568066
990,20.169792
991,22.673306
992,20.222572
993,21.442713
994,21.132406
995,12.645635
996,22.114786
997,23.499969
998,16.175270
999,26.720240
1000,14.762535
1001,28.786047
1002,12.885944
1003,25.890514
1004,14.764774
1005,20.059298
1006,10.802152
1007,22.549515
1008,15.701801
1009,15.110109
1010,13.173976
1011,16.617388
1012,10.736673
1013,17.983290
1014,10.979986
1015,17.302713
1016,24.731234
1017,20.229328
1018,12.533381
1019,11.936122
1020,17.917755
1021,16.627344
1022,15.120174
1023,13.653133
1024,22.981686
1025,22.377047
1026,20.345438
1027,15.913424
1028,24.227140
1029,10.485279
1030,25.718922
1031,23.312479
1032,17.998327
1033,16.054344
1034,14.048933
1035,15.966164
1036,16.348972
1037,20.812393
1038,26.033363
1039,12.944145
1040,14.179528
1041,21.337078
1042,11.918131
1043,15.456381
1044,11.970340
1045,24.231480
1046,15.618674
1047,15.559139
1048,15.817994
1049,14.813053
1050,24.463911
1051,17.620108
1052,17.698856
1053,20.707325
1054,18.922035
1055,23.284779
1056,17.571831
1057,20.346342
1058,27.525978
1059,20.975126
1060,11.694861
1061,16.698177
1062,13.791289
1063,12.606970
1064,20.412189
1065,16.353298
1066,18.605003
1067,18.978354
1068,13.182927
1069,14.473331
1070,11.920992
1071,18.336142
1072,16.822346
1073,16.575138
1074,17.668753
1075,25.994337
1076,18.403524
1077,29.019798
1078,16.601028
1079,17.800360
1080,16.872915
1081,24.377518
1082,22.354546
1083,15.088920
1084,14.933934
1085,10.881208
1086,37.690163
1087,20.516951
1088,15.831274
1089,18.086071
1090,25.258041
1091,25.282215
1092,12.255802
1093,16.251005
1094,26.770714
1095,14.056177
1096,13.709089
1097,17.412033
1098,19.850718
1099,17.094318
1100,22.312298
1101,13.428487
1102,22.241825
1103,38.610462
1104,15.103244
1105,15.978868
1106,17.618870
1107,22.969238
1108,23.179914
1109,16.982859
1110,11.037409
1111,14.170931
1112,14.692520
1113,17.583548
1114,16.884315
1115,22.149328
1116,15.389164
1117,27.289303
1118,13.641858
1119,20.842598
1120,21.547392
1121,19.619888
1122,11.325738
1123,22.289188
1124,23.272699
1125,17.480301
1126,18.013767
1127,11.045987
1128,24.270739
1129,22.284475
1130,17.236717
1131,22.351784
1132,14.219896
1133,16.923437
1134,18.487223
1135,18.024578
1136,13.673992
1137,18.069193
1138,14.193599
1139,17.970558
1140,21.283009
1141,20.200062
1142,11.804182
1143,15.841240
1144,12.776850
1145,17.125175
1146,18.556065
1147,17.502365
1148,16.370970
1149,20.026814
1150,11.441516
1151,10.148497
1152,22.375544
1153,15.706797
1154,13.474852
1155,10.017063
1156,26.888027
1157,12.144651
1158,11.585546
1159,23.268566
1160,12.984867
1161,22.538630
1162,13.278014
1163,11.376982
1164,31.970503
1165,15.210229
1166,14.786603
1167,20.306332
1168,14.247189
1169,10.203545
1170,16.611294
1171,18.116476
1172,14.699812
1173,12.153729
1174,18.696682
1175,16.454967
1176,17.674810
1177,19.218206
1178,17.320406
1179,24.253647
1180,13.292892
1181,13.250401
1182,19.035246
1183,17.913197
1184,12.465757
1185,29.846285
1186,18.003620
1187,8.764040
1188,17.805635
1189,16.301115
1190,15.342628
1191,19.504284
1192,11.391759
1193,12.655008
1194,16.837654
1195,12.446079
1196,11.707785
1197,16.353029
1198,18.634108
1199,20.184998
1200,24.657759
1201,23.922085
1202,20.530067
1203,16.560141
1204,15.110964
1205,21.429283
1206,25.419519
1207,18.127115
1208,11.089657
1209,9.110060
1210,14.005709
1211,13.420956
1212,13.916709
1213,19.894249
1214,16.856983
1215,12.842555
1216,17.676062
1217,18.665272
1218,12.392427
1219,15.747636
1220,18.115269
1221,18.519650
1222,15.940418
1223,12.621651
1224,12.995744
1225,22.855604
1226,16.702803
1227,15.853229
1228,14.046589
1229,13.210953
1230,11.618465
1231,22.211319
1232,18.843723
1233,22.953812
1234,11.716792
1235,20.250456
1236,20.035503
1237,14.749257
1238,19.656595
1239,10.727125
1240,16.021603
1241,22.048010
1242,16.234562
1243,13.009999
1244,12.011065
1245,17.379852
1246,15.774427
1247,15.879753
1248,14.782331
1249,19.196953
1250,10.190496
1251,20.612894
1252,11.700090
1253,11.790031
1254,20.273853
1255,15.561878
1256,22.885311
1257,16.621326
1258,11.820448
1259,19.586643
1260,22.779984
1261,11.294717
1262,21.159246
1263,20.330002
1264,21.246590
1265,13.028080
1266,14.381124
1267,10.570843
1268,23.389553
1269,21.497082
1270,18.584839
1271,10.298385
1272,10.290352
1273,15.127434
1274,9.603029
1275,12.556609
1276,14.414701
1277,14.601678
1278,11.528617
1279,13.406230
1280,14.041238
1281,11.464068
1282,16.134575
1283,13.043949
1284,10.851553
1285,20.697563
1286,17.927130
1287,9.705918
1288,12.509160
1289,20.072191
1290,18.745693
1291,12.333460
1292,11.207410
1293,13.753231
1294,17.001448
1295,16.668726
1296,16.048460
1297,25.277498
1298,15.540669
1299,14.542582
1300,11.741916
1301,17.443619
1302,11.911387
1303,16.246119
1304,23.628067
1305,9.958099
1306,21.634062
1307,21.628136
1308,17.815392
1309,10.860071
1310,16.342140
1311,18.401855
1312,19.880627
1313,11.074743
1314,19.983515
1315,17.248125
1316,21.963879
1317,18.747791
1318,15.213949
1319,20.197067
1320,15.044434
1321,16.901659
1322,9.648010
1323,23.743589
1324,14.743652
1325,19.459845
1326,19.451498
1327,17.784294
1328,19.325550
1329,17.688799
1330,17.530663
1331,10.809848
1332,27.349720
1333,29.511534
1334,16.942410
1335,12.572534
1336,20.427795
1337,15.027646
1338,21.086370
1339,15.943669
1340,12.924994
1341,10.343801
1342,11.209279
1343,11.181387
1344,23.246359
1345,19.369171
1346,15.331839
1347,17.533234
1348,21.494566
1349,12.685233
1350,13.594077
1351,23.507812
1352,22.970781
1353,13.787348
1354,16.735809
1355,9.241121
1356,16.677689
1357,15.692556
1358,16.131878
1359,18.454012
1360,17.188627
1361,17.773170
1362,27.821266
1363,15.864774
1364,10.595919
1365,12.947307
1366,15.232389
1367,12.067868
1368,15.287054
1369,15.869061
1370,14.345923
1371,14.347704
1372,16.356142
1373,16.904457
1374,16.686693
1375,13.399287
1376,18.074764
1377,21.890547
1378,13.073967
1379,21.228380
1380,16.550941
1381,13.670758
1382,13.398804
1383,15.941596
1384,14.286425
1385,19.218029
1386,14.889596
1387,9.239767
1388,12.514318
1389,10.858539
1390,12.887578
1391,15.667415
1392,13.912591
1393,11.734484
1394,14.712120
1395,12.305920
1396,20.301203
1397,13.694925
1398,20.453102
1399,16.060770
1400,15.018064
1401,11.421423
1402,25.979977
1403,10.748280
1404,15.487005
1405,15.519219
1406,10.980859
1407,26.956812
1408,11.261297
1409,26.781120
1410,13.124620
1411,9.290594
1412,17.476572
1413,18.253145
1414,21.312759
1415,14.240978
1416,21.428425
1417,17.696222
1418,10.104665
1419,12.435040
1420,10.786526
1421,19.797686
1422,14.720408
1423,16.785515
1424,18.924545
1425,16.811382
1426,13.057423
1427,18.074677
1428,11.962507
1429,17.470520
1430,15.429842
1431,16.399508
1432,13.656368
1433,9.935421
1434,15.085248
1435,9.850769
1436,12.145405
1437,16.370253
1438,21.361893
1439,17.587048
1440,18.906397
1441,16.532339
1442,11.249119
1443,20.438889
1444,21.909748
1445,14.421227
1446,24.621578
1447,14.788301
1448,26.249218
1449,11.444845
1450,26.483406
1451,13.304920
1452,18.069902
1453,9.737797
1454,20.106365
1455,13.131346
1456,12.846485
1457,12.650399
1458,14.007014
1459,10.650709
1460,16.612444
1461,10.022729
1462,15.773802
1463,22.954813
1464,18.074760
1465,11.827187
1466,10.492880
1467,14.947528
1468,14.294181
1469,11.261283
1470,11.720586
1471,19.566267
1472,18.517784
1473,19.057756
1474,14.158275
1475,21.259085
1476,11.040915
1477,22.880161
1478,20.139664
1479,16.513742
1480,13.831928
1481,13.518862
1482,14.425451
1483,14.720881
1484,18.796284
1485,24.127892
1486,12.386239
1487,13.276047
1488,19.686794
1489,10.004430
1490,14.102655
1491,10.168623
1492,21.027077
1493,12.615355
1494,12.847549
1495,12.728660
1496,14.030214
1497,22.527420
1498,14.834619
1499,15.975685
1500,18.477341
1501,16.675821
1502,21.988647
1503,16.418091
1504,19.707945
1505,26.899708
1506,19.214222
1507,10.292405
1508,14.219630
1509,15.735068
1510,11.127970
1511,17.423464
1512,14.932755
1513,17.619678
1514,15.368079
1515,12.981492
1516,11.428569
1517,11.747845
1518,17.895218
1519,15.635627
1520,15.467834
1521,15.709945
1522,25.128891
1523,15.055414
1524,26.544586
1525,13.874144
1526,15.701704
1527,14.235765
1528,21.228350
1529,20.630291
1530,12.900181
1531,14.448809
1532,9.064106
1533,32.428761
1534,17.476826
1535,11.592685
1536,15.130214
1537,24.249840
1538,23.105986
1539,10.977003
1540,15.597864
1541,25.812555
1542,11.720612
1543,13.706822
1544,17.023304
1545,18.146166
1546,14.222522
1547,19.737823
1548,11.895803
1549,20.359049
1550,34.019661
1551,12.976455
1552,15.905268
1553,16.367426
1554,21.332130
1555,19.124989
1556,16.483013
1557,9.362144
1558,12.856687
1559,13.888993
1560,15.436278
1561,14.124022
1562,21.454844
1563,13.192352
1564,26.239357
1565,10.865683
1566,17.969000
1567,17.727354
1568,17.442812
1569,10.324049
1570,21.303097
1571,21.503965
1572,15.598042
1573,16.437109
1574,9.626352
1575,22.301590
1576,19.382959
1577,15.286764
1578,21.220238
1579,12.630304
1580,12.441204
1581,16.923594
1582,16.492512
1583,11.445827
1584,14.683431
1585,12.789012
1586,15.919193
1587,20.326916
1588,18.653336
1589,10.076664
1590,14.243396
1591,11.547214
1592,16.153267
1593,18.175779
1594,15.498776
1595,15.687664
1596,19.669340
1597,8.881460
1598,8.737374
1599,18.942427
1600,13.488433
1601,11.899649
1602,8.671440
1603,22.037037
1604,10.365565
1605,10.480395
1606,19.558325
1607,12.118521
1608,22.617287
1609,13.448617
1610,10.721892
1611,26.322357
1612,12.783133
1613,13.448441
1614,17.684669
1615,13.058397
1616,8.914431
1617,13.909230
1618,17.918541
1619,12.684609
1620,10.494414
1621,16.943108
1622,15.039406
1623,14.993040
1624,16.215895
1625,14.696210
1626,19.939468
1627,14.409224
1628,11.689947
1629,16.747581
1630,15.111660
1631,11.380353
1632,26.804955
1633,15.708941
1634,7.588726
1635,15.353261
1636,15.097866
1637,13.392502
1638,17.423275
1639,10.381073
1640,11.066666
1641,14.608729
1642,10.697134
1643,9.889969
1644,17.363853
1645,15.683255
1646,16.606880
1647,21.044821
1648,20.199945
1649,18.945095
1650,14.586730
1651,13.617499
1652,19.482121
1653,20.623503
1654,15.554523
1655,8.519207
1656,7.647837
1657,11.631642
1658,10.966771
1659,11.682993
1660,16.604141
1661,14.818214
1662,11.697014
1663,16.464848
1664,15.979442
1665,9.998873
1666,12.883593
1667,15.741301
1668,16.574448
1669,15.245754
1670,11.997478
1671,11.065106
1672,20.417631
1673,13.725032
1674,14.189587
1675,11.095337
1676,12.047996
1677,9.888985
1678,19.937918
1679,17.019121
1680,21.544449
1681,10.064740
1682,18.007763
1683,17.475464
1684,13.101895
1685,18.390656
1686,9.965372
1687,13.441917
1688,20.447336
1689,14.775766
1690,11.196981
1691,10.348519
1692,13.314635
1693,14.605928
1694,14.728989
1695,12.820710
1696,16.038670
1697,9.258284
1698,16.980722
1699,10.227884
1700,10.084428
1701,18.566925
1702,13.715586
1703,24.245117
1704,13.460726
1705,8.721984
1706,15.964411
1707,21.659607
1708,9.623178
1709,19.078676
1710,17.897762
1711,18.399063
1712,10.905082
1713,12.169661
1714,8.388264
1715,23.048164
1716,18.151289
1717,15.527932
1718,9.083611
1719,8.429609
1720,11.938603
1721,8.412891
1722,9.469604
1723,12.030586
1724,13.198706
1725,10.798191
1726,13.923499
1727,12.481077
1728,9.543227
1729,13.854894
1730,10.874383
1731,9.362393
1732,21.619776
1733,15.568054
1734,8.180754
1735,11.074416
1736,19.351955
1737,19.694874
1738,10.714160
1739,9.988238
1740,11.203266
1741,14.133196
1742,14.084416
1743,14.086286
1744,23.247864
1745,12.118464
1746,11.553567
1747,10.618643
1748,16.854958
1749,10.311617
1750,15.449344
1751,19.920122
1752,7.581770
1753,18.077269
1754,19.761885
1755,16.929899
1756,8.777033
1757,13.988184
1758,14.478957
1759,15.961006
1760,10.087111
1761,16.471691
1762,16.206461
1763,18.865202
1764,16.742437
1765,12.859118
1766,16.794733
1767,13.837943
1768,16.092548
1769,8.595357
1770,19.532885
1771,12.305506
1772,16.911942
1773,15.997185
1774,15.868458
1775,17.945421
1776,14.633282
1777,14.541500
1778,9.335095
1779,25.275661
1780,27.000351
1781,14.836596
1782,11.772280
1783,16.842533
1784,12.616767
1785,19.133535
1786,12.731216
1787,10.813709
1788,8.938966
1789,9.882884
1790,9.661603
1791,19.399702
1792,16.333256
1793,12.471663
1794,15.496202
1795,18.508890
1796,11.071473
1797,11.122078
1798,21.517143
1799,20.467163
1800,12.367819
1801,15.038184
1802,7.616165
1803,13.605583
1804,11.970224
1805,13.608798
1806,15.396993
1807,14.212435
1808,15.186396
1809,23.520433
1810,14.064982
1811,9.635427
1812,10.678377
1813,11.902047
1814,9.731041
1815,11.773224
1816,12.073076
1817,10.978049
1818,11.750744
1819,13.148399
1820,15.754187
1821,14.723246
1822,11.777041
1823,16.832090
1824,17.075703
1825,10.876882
1826,19.954973
1827,14.251515
1828,12.804869
1829,11.662242
1830,13.413698
1831,12.814856
1832,17.058207
1833,13.467197
1834,7.565882
1835,10.970341
1836,14.602699
1837,10.170954
1838,13.952971
1839,12.086744
1840,9.146988
1841,12.281746
1842,9.579851
1843,17.648918
1844,11.049109
1845,17.165380
1846,13.725016
1847,13.163811
1848,10.872640
1849,28.463024
1850,8.521576
1851,13.233405
1852,11.595931
1853,8.989197
1854,23.540752
1855,9.347662
1856,25.035873
1857,11.183897
1858,8.217319
1859,14.471612
1860,16.470612
1861,19.887316
1862,12.512693
1863,20.069328
1864,14.980333
1865,8.898022
1866,10.759422
1867,9.872606
1868,15.199140
1869,10.753289
1870,14.039862
1871,15.851289
1872,13.314083
1873,11.611506
